,host_response_rate,host_acceptance_rate,property_type,room_type,accomodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,extra_people,number_of_reviews,review_scores_rating,cancellation_policy,wireless_internet,smoke_detector,air_conditioning,heating,cable_tv,washer,dryer,family_kid_friendly,kitchen,free_parking,carbon_monoxide,pets_allowed,essentials,checkin_24hr,lock_on_bedroom_door,pool,hair_dryer,gym,wheelchair_accessible,iron,shampoo,hangers,first_aid_kit,elevator,comments
822,89,45,1,1,2,1.0,1,1,1,259,0,0,0,2,60,4,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Kitty was fantastic and she''s always so helpful.  Unfortunately, the place wasn''t as good as the service.  

One of the windows in the living room was missing it''s blinds, the kitchen sink faucet was falling apart and the skylight leaked when it rained.

Again, I will rent from Kitty and Seamless on my next visit, just not at this facility."
823,96,100,2,2,2,0.0,1,0,1,60,0,15,20,14,62,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Kaitlin was very responsive to communication and very welcoming
824,100,71,2,2,1,1.0,1,1,1,85,0,20,0,34,99,3,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,Tricia was the perfect host. Although she was away the first few days she had everything prepared for me when I arrived. She always made sure I had everything I needed. The location of the house was a convinient five minute walk to the T which would take you to all of the major places in Boston CBD. I would reccomend Tricia's place to anyone wanting to stay in Boston! 
825,100,67,2,2,1,1.5,1,1,1,32,0,50,0,4,95,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,The host is welcome and nice.
826,90,78,1,2,1,1.0,1,1,1,40,100,50,0,34,90,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stay exceeded my expectations. Great location, clean, and comfortable. I was able to reach Giuseppe anytime I had a question (wifi password for instance). The room is rather small but the price is right. Highly recommend staying here. It''s a 5 min walk from a Green Line T stop."
829,75,91,1,1,4,1.0,1,2,1,130,0,45,25,12,75,3,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,Nice comfortable place. Parking can definitely be difficult to find if you're parking after 8 pm 
830,100,0,1,2,1,2.0,1,1,1,90,0,30,0,23,91,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good place to stay for an inexpensive room in a charming neighborhood.  Close to everything!  The room is very basic, but suited my needs fine.  Tiffany was delightful and very informative."
831,100,100,4,1,4,1.0,2,2,1,93,0,40,0,1,100,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,We arrived to Megan's place later in the evening and there was a motion sensor porch light which made it really easy and convenient to find our way to the door. Inside was just a nice as her photos had shown and it felt really cozy. The beds were both really comfortable and the neighborhood was quiet at night which made getting up the next morning really hard! :) Megan's place had everything you could ask for and she left a really handy binder which answered any questions I had. The neighborhood was excellent and we easily walked to the village for food and transportation.  Thank you to Megan for making our stay incredibly comfortable! 
832,80,70,1,1,4,1.0,2,4,1,145,0,50,25,7,94,2,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,My friends and I had an amazing stay at Brook's! We were fortunate to meet Brook and her adorable family before we left. She told us how to get around and even drew us a map. The home was very clean and cozy. The neighborhood is wonderful and has plenty of restauraunts and cute shops within walkig distance. We were able to walk to the orange line and get into the city easily. I couldn't have asked for a better place to stay during my short trip to Boston. THANK YOU BROOK
833,97,81,1,1,4,1.0,2,2,1,297,0,50,5,3,87,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,"Spacious, clean and cosy apartment."
834,100,82,2,3,1,2.0,1,1,5,100,0,50,80,1,100,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,"Recomiendo ampliamente a Rachid como un excelente anfitrión. Su casa y las instalaciones que ofrece son de primera calidad y absoluta limpieza.
En su casa se respira un ambiente de cordialidad y camaradería.
La ubicación es perfecta si deseas estar cerca de Cambridge para la Universidad de Boston y la Universidad de Harvard.

Gracias Rachid y felicidades, eres un anfitrión y amigo."
835,100,46,4,1,5,1.0,1,2,1,180,0,30,20,1,100,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,"Lindsey was very accommodating and made it super easy for us to get in the place (leaving the key outside in a lock box). The apartment was large, affordable and in a nice neighborhood in Southie. The roof/deck also was a great place to hang out on."
837,100,88,1,1,2,1.0,1,1,1,75,0,25,10,2,100,2,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Great home in a great area. We were walking distance to countless bars and restaurants. Kevin provided everything we needed for a comfortable stay!
838,100,80,1,1,2,1.0,1,1,1,250,0,100,0,2,80,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ally was most welcoming - even carried one of our suitcases up the stairs! Perfect location, super quiet tree lined street that always felt safe walking to and from town on. Super cute apartment with everything you need. "
839,0,0,1,2,2,1.0,1,2,1,190,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,The host canceled this reservation the day before arrival. This is an automated posting.
841,100,100,1,1,3,1.0,1,2,1,200,100,60,0,3,100,3,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,"Dennis is by far the kindest, most responsive host we have ever encountered. He has a sincere interest in making sure our stay was as comfortable as possible. He was always super responsive and is always a text away! (PHONE NUMBER HIDDEN) Stars. Oh, and PERFECT location :)"
842,93,46,1,2,2,2.0,1,1,1,80,0,0,0,2,100,3,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Paul has a great, comfortable apartment in Dorchester. The location is in a safe area one block off of Dorchester Avenue, which has some great restaurants and bars (including some incredible and cheap Vietnamese food). The red line (JFK/UMass) is less than a 10 minute walk. Paul is a fantastic host and I felt immediately at home with him and his friends. The apartment is clean, nicely furnished and decorated. The rented bedroom has a desk, a chair, and a bed - which is all I really needed. There is a fully stocked kitchen and a grocery store about 20 minutes walking (there''s also a bus that gets there in less than 5 minutes). As far as other activities, I highly recommend running down towards the bay - there''s a wonderful bayfront walk that makes for a fantastic morning run. Overall, highly recommended."
843,100,100,1,2,2,1.0,1,1,1,99,0,0,0,15,92,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,"A quick and easy last minute stay close the airport. Not a very fancy/nice apartment, but super close to the airport and great for the price."
845,100,100,1,2,2,2.0,1,1,1,95,100,15,0,1,0,2,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,The host canceled this reservation the day before arrival. This is an automated posting.
846,100,100,1,1,5,1.0,2,3,1,295,500,99,10,29,94,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,Great location and everything was very clean. The apartment felt very homey and Tony answered all of my questions right away. I would definitely stay here again.
850,79,100,1,2,1,1.0,1,1,1,63,100,50,0,8,78,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Staying in here for couple days will be fine. It's only 3 stops away from south station where bus and train terminal located The picture is exactly what you will see. The matress is clean but the floor with a little dust. It's hard to walk with bare feet. They don't have any air condtioner. Staying here alone will be fine but don't go with your wife.
852,100,97,3,1,2,1.0,0,1,1,160,0,50,25,5,100,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,"Our stay was fantastic. Both Kathe and Lisa were extremely welcoming and the studio was perfect for us. It was clean, bright and well-stocked with coffee, juice and yogurts for us, a perfect light breakfast. The location couldn''t be beat and the neighborhood was quiet and centrally located. We were able to walk or take a 10 minute Uber anywhere we wanted to go.

Loved staying there and would happily do so again!"
853,98,55,1,1,3,1.0,1,1,1,169,0,100,0,1,100,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,I had business in town and the apartment was perfect for that. Easy to navigate the check in and they included parking in the cost. 
854,0,0,1,1,3,1.0,1,1,1,100,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,The host canceled this reservation 4 days before arrival. This is an automated posting.
855,89,45,1,1,2,1.0,0,1,1,275,0,0,0,1,0,4,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Great little home away from home. Very clean and well presented and very easy to locate and access. The reception was also very helpful even though this is an unmanned place.
856,100,100,2,2,1,1.0,1,1,1,85,0,0,0,8,93,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,"Hochiang was a great host. The room was clean and affordable as advertised. The house provides a great environment to meet new people through his roommates and many friends. A good overall experience, would definitely stay again if I am in the area. "
860,100,100,11,2,4,1.0,1,2,1,300,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,The host canceled this reservation 57 days before arrival. This is an automated posting.
864,100,100,1,1,4,1.0,2,2,1,200,0,0,0,3,100,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,"Andrew''s place was great! It''s super spacious with a large patio and could easily accommodate 4 adults. The location was perfect, we could just wander out of our door to the North End or the Freedom Trail. Definitely more room than I was expecting in the middle of downtown Boston. "
865,100,80,1,1,2,1.0,1,1,1,150,0,75,0,8,93,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0," My friend and I, were very impress when we walked in at the apartment, then there was the old couch towards the window.  In the picture you can not really tell that it''s a pretty old couch.  I am not sure if Chris left that couch for a VINTAGE look, but it doesn''t go with the rest of the Modern-man decor that he had around.  Besides that couch that is old and looked dirty, the rest of the apartment was great, is modern, lot''s of light that comes in, I personally love the kitchen and  my friend loved the bathroom because of the two shower heads. The apartment is at a good location.  It''s 15 minutes away from downtown, you can get an Uber, Lyft, or Taxi for around $12-15/ride, or if  you will like to experience the T (train) it was around $2.20/ride; we did both and the T was as fast as the Uber.  The neighborhood seem safe, but like any city, we only took the T during the day and at night we Uber our way back. The neighborhood was nice and quite so that was a plus. Chris is a good host, he did answer our questions at a timely manner.  When I was at his apartment, I felt like I was staying at a friend''s house.  We had a good stay, so Thank you Chris for opening your doors to our little adventure.  "
866,100,91,1,1,2,1.0,0,1,1,137,0,225,0,1,80,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Great location. Having a lock box instead of a key made things very practical.  The place was clean and the description is accurate.  Having to leave the room to go to the bathroom seemed uncomfortable at first but it ends up being only a minor concern.
867,100,95,4,2,2,1.0,1,1,1,75,0,30,0,8,100,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"We loved our stay in Deborah''s place! The place is located in a very nice and quite area. The air is fresh and close to the nature. The room is very cozy, clean and beautifully furnished. The bed is super comfy and we had very good sleep during our stay. 
Deborah was a great host. She''s welcoming and thoughtful. We felt comfortable and cared for. She picked us after our arriving and gave us a ride when we leaving. She also made amazing coffee for us in the morning. And I have to say the cat Gus is an angel! He is cuddly and super sweet. He would softly greeting you in the morning and give you  love. We really enjoyed our time staying here.  
Definitely will be back on my next stay in Boston. Thanks again for everything. :)"
871,100,91,1,1,2,1.0,0,1,1,150,0,225,0,4,85,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Great place! I stayed here for three weeks while rotating at Tufts Medical Center. Excellent location, t quite as convenient as a build in cook-top would be!
Overall I would definitely recommend the place to anyone, especially young professionals and would definitely stay again!"
872,100,66,2,1,6,1.0,3,3,1,84,0,50,50,3,93,3,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,Kathy seemed like a very nice person.  She stocked the fridge with food for us to eat which was amazing.  The house was very spacious and the beds were very comfortable.  A little far from downtown but uber was very fast
875,100,66,2,1,5,1.0,3,3,1,84,0,50,50,18,81,3,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,Kathy was warm and friendly. Spacious place. Had whole apartment to ourselves. Thanks Kathy.
876,100,92,2,2,2,1.5,1,1,1,95,0,10,0,40,96,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,"Great experience! Jennifer was a gracious host, despite both of us being on the go during our time at her beautiful house. Definitely recommended!"
877,100,92,2,2,2,1.5,1,1,1,85,0,10,0,29,97,3,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,Jennifer was an exceptionally gracious host to our mother in-law. The room was very comfortable and she offered various thoughtful extras such as some delicious seasonal berries. The house is warm and interesting as are its inhabitants. It was a real pleasure to stay here.
878,96,100,1,2,2,1.0,1,1,2,76,0,5,0,84,95,3,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,"Really enjoyed my stay at Sean''s place.  His directions were super easy to follow, the neighborhood was really nice, the room/view was beautiful, the bed was comfortable, and Sean was extremely nice and helpful.  I''d absolutely recommend staying with him, and will definitely stay there again if I''m back in the area.  Thanks Sean!"
879,100,91,1,1,4,1.0,1,2,1,150,0,25,25,1,100,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,"Quiet, peaceful neighborhood close to the Freedom Trail at Bunker Hill. Several nice restaurants are an easy walk away as well as a Iiquor store, Whole Foods market, drug store, etc.  Easy access to the T. Hosts were very courteous and helpful. The place was perfect for our trip, tastefully appointed, very clean, and well equipped. Many thanks to our hosts for sharing their place and helping make our trip to Boston superb. "
880,100,91,1,1,2,1.0,0,2,1,170,0,25,0,7,88,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,"My friends and I stayed in Boston for almost a full week for a conference. The apartment was possibly one of the nicest ones I''ve been to with airbnb: it''s clean, it''s in a good neighborhood and the host was very easy to contact.

We had a great stay, would definitely go there again!"
883,100,95,2,2,1,1.0,1,2,1,65,0,25,20,4,80,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,"Lorna is really nice. The room is big, clean and nice. "
884,100,100,1,1,2,1.0,1,1,1,75,0,25,25,48,95,3,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,Gail was an incredible host! We loved all her art and her hospitality. We would definately recommend a stay here. 
886,100,91,4,1,6,1.5,2,3,1,425,0,140,35,7,97,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,"We found the apartment just as it had been described. Everything was perfect and we were delighted. The location is super and we were able to access the keys easily when we arrived late in the evening via the safe boxes. The apartment is well furnished, clean, tidy and very comfortable. We loved it, would recommend it to you and would definitely stay there again should we return to Boston. "
